RK,Team,Total Points,Previous Points,+/-,More
90,New Zealand,378,378,-,
90,El Salvador,378,378,-,
92,China PR,376,376,-,
93,Ethiopia,374,376,-2,
94,Azerbaijan,363,363,-,
94,Estonia,363,360,3,
96,Moldova,359,359,-,
97,Botswana,357,357,-,
98,Liberia,354,312,42,
99,Benin,342,342,-,
100,Cuba,334,641,-307,
101,Georgia,330,330,-,
102,Lithuania,326,326,-,
103,Qatar,325,320,5,
104,Niger,318,318,-,
105,Kuwait,315,310,5,
106,Central African Republic,310,310,-,
107,Zimbabwe,299,310,-11,
108,Equatorial Guinea,294,294,-,
109,Kenya,293,281,12,
110,Iraq,292,299,-7,
110,Bahrain,292,275,17,
112,Canada,291,291,-,
113,Guatemala,287,287,-,
114,Tajikistan,286,286,-,
115,Dominican Republic,282,384,-102,
116,Malawi,272,270,2,
116,Latvia,272,272,-,
118,Mozambique,264,271,-7,
119,Sudan,259,218,41,
120,Tanzania,256,243,13,
121,New Caledonia,249,249,-,
121,Lebanon,249,248,1,
123,Luxembourg,243,243,-,
124,Burundi,239,293,-54,
125,Namibia,237,240,-3,
126,Cyprus,229,229,-,
127,Philippines,219,204,15,
128,Kazakhstan,216,216,-,
129,Syria,207,200,7,
130,Myanmar,204,184,20,
131,Gambia,202,202,-,
132,Malta,198,198,-,
133,Rwanda,197,229,-32,
133,Suriname,197,186,11,
135,Turkmenistan,195,195,-,
136,Grenada,194,218,-24,
137,Palestine,192,173,19,
138,Lesotho,187,187,-,
138,Korea DPR,187,292,-105,
140,Afghanistan,184,226,-42,
140,Hong Kong,184,158,26,
142,Mauritania,180,158,22,
143,Tahiti,179,179,-,
144,Vietnam,167,132,35,
145,Antigua and Barbuda,164,299,-135,
146,Thailand,162,173,-11,
147,St. Lucia,155,129,26,
147,Kyrgyz Republic,155,155,-,
149,St. Kitts and Nevis,150,150,-,
150,Guyana,149,146,3,
150,Singapore,149,140,9,
152,Laos,144,120,24,
153,St. Vincent / Grenadines,142,142,-,
154,Liechtenstein,141,141,-,
154,Puerto Rico,141,141,-,
154,Malaysia,141,132,9,
154,India,141,149,-8,
158,Sao Tome e Principe,139,139,-,
159,Belize,136,136,-,
160,Nicaragua,130,130,-,
161,Guam,123,93,30,
161,Indonesia,123,122,1,
163,Maldives,120,147,-27,
164,Chad,116,116,-,
1648,Bangladesh,116,137,-21,
164,Barbados,101,101,-,
167,Chinese Taipei,95,81,14,
167,Dominica,95,67,28,
169,Sri Lanka,90,108,-18,
170,Aruba,87,82,5,
170,Faroe Islands,87,87,-,
172,Solomon Islands,86,86,-,
172,Nepal,86,113,-27,
172,Pakistan,86,107,-21,
175,Bermuda,83,83,-,
176,Seychelles,67,15,52,
177,Mauritius,66,62,4,
178,Curacao,65,67,-2,
179,Yemen,54,64,-10,
180,Vanuatu,53,53,-,
181,Mongolia,49,49,-,
182,Fiji,47,47,-,
183,Samoa,45,45,-,
184,Guinea-Bissau,42,42,-,
185,Bahamas,40,40,-,
186,Swaziland,37,37,-,
187,Madagascar,33,33,-,
187,Montserrat,33,33,-,
189,Cambodia,28,28,-,
190,Brunei Darussalam,26,26,-,
190,Timor-Leste,26,26,-,
190,Tonga,26,26,-,
193,US Virgin Islands,23,23,-,
194,Cayman Islands,21,21,-,
194,Papua New Guinea,21,21,-,
196,British Virgin Islands,18,18,-,
196,American Samoa,18,18,-,
198,Comoros,17,22,-5,
198,Andorra,17,17,-,
200,Eritrea,11,16,-5,
201,South Sudan,10,10,-,
201,Macau,10,10,-,
203,Somalia,8,6,2,
204,Djibouti,6,8,-2,
205,Cook Islands,5,5,-,
206,Anguilla,3,3,-,
207,Bhutan,0,0,-,
207,San Marino,0,0,-,
207,Turks and Caicos Islands,0,0,-,
