RK,Team,Total Points,Previous Points,+/-,More
96,Togo,363,386,-23,
97,Faroe Islands,357,385,-28,
98,Kenya,345,274,71,
99,El Salvador,344,361,-17,
100,Niger,339,327,12,
101,Rwanda,338,356,-18,
101,Latvia,338,342,-4,
101,Honduras,338,359,-21,
104,Oman,333,365,-32,
105,Korea DPR,330,288,42,
105,Angola,330,344,-14,
107,Liberia,329,394,-65,
108,Kyrgyz Republic,324,277,47,
109,Malawi,322,351,-29,
110,Zimbabwe,318,305,13,
111,Mozambique,317,274,43,
112,Burundi,307,321,-14,
113,Central African Republic,302,302,-,
114,Chad,301,240,61,
115,Aruba,298,299,-1,
116,Mauritania,297,328,-31,
117,Azerbaijan,296,293,3,
118,Sierra Leone,295,281,14,
119,Turkmenistan,294,281,13,
120,Ethiopia,293,294,-1,
121,St. Kitts and Nevis,289,340,-51,
122,Georgia,286,301,-15,
123,Armenia,285,271,14,
124,Bahrain,278,293,-15,
125,Syria,276,254,22,
126,Lithuania,274,279,-5,
127,Belize,273,292,-19,
128,Madagascar,272,290,-18,
129,Kazakhstan,266,256,10,
129,Namibia,266,290,-24,
131,Swaziland,265,258,7,
132,Tanzania,264,245,19,
133,Thailand,263,202,61,
134,Sudan,259,267,-8,
134,Palestine,259,233,26,
136,FYR Macedonia,257,230,27,
137,Hong Kong,252,199,53,
138,South Sudan,246,246,-,
139,Kuwait,239,252,-13,
139,Philippines,239,236,3,
139,Lebanon,239,228,11,
142,Luxembourg,237,197,40,
143,St. Vincent / Grenadines,221,262,-41,
144,St. Lucia,216,204,12,
145,Barbados,214,206,8,
146,Guinea-Bissau,207,216,-9,
147,Vietnam,200,193,7,
148,Tajikistan,196,159,37,
149,Singapore,195,179,16,
150,Afghanistan,194,168,26,
151,Curacao,192,182,10,
151,New Zealand,192,163,29,
153,Lesotho,185,193,-8,
154,Dominican Republic,180,187,-7,
155,Moldova,172,177,-5,
156,Sao Tome e Principe,170,165,5,
157,Guam,162,170,-8,
158,Myanmar,155,157,-2,
159,Bermuda,154,181,-27,
160,Maldives,150,141,9,
161,Guyana,144,179,-35,
162,Malta,143,164,-21,
163,Grenada,139,137,2,
164,Gambia,135,135,-,
164,Liechtenstein,135,154,-19,
166,India,132,122,10,
167,American Samoa,128,145,-17,
167,Cook Islands,128,132,-4,
167,Samoa,128,152,-24,
170,Malaysia,127,127,-,
170,Timor-Leste,127,155,-28,
172,Comoros,120,89,31,
172,Puerto Rico,120,129,-9,
174,Yemen,119,81,38,
174,Mauritius,119,117,2,
176,Dominica,107,104,3,
177,US Virgin Islands,88,88,-,
177,Laos,88,90,-2,
179,Indonesia,84,108,-24,
180,Cambodia,83,78,5,
181,New Caledonia,80,80,-,
182,Bangladesh,78,80,-2,
182,Chinese Taipei,78,71,7,
184,Pakistan,76,76,-,
185,Brunei Darussalam,74,74,-,
186,Fiji,68,59,9,
187,Montserrat,67,67,-,
188,Bhutan,64,80,-16,
189,Seychelles,56,60,-4,
189,Tahiti,56,56,-,
191,Suriname,55,77,-22,
192,Nepal,49,51,-2,
193,Vanuatu,47,13,34,
194,Sri Lanka,45,45,-,
195,Macau,44,44,-,
196,Cayman Islands,43,49,-6,
197,Turks and Caicos Islands,33,33,-,
198,San Marino,28,35,-7,
199,British Virgin Islands,27,27,-,
200,Solomon Islands,26,26,-,
201,Mongolia,6,6,-,
201,Andorra,6,5,1,
203,Papua New Guinea,4,4,-,
204,Anguilla,0,0,-,
204,Bahamas,0,0,-,
204,Djibouti,0,0,-,
204,Eritrea,0,8,-8,
204,Somalia,0,6,-6,
204,Tonga,0,17,-17,
