RK,Team,Total Points,Previous Points,+/-,More
95,New Zealand,349,349,-,
97,Benin,348,348,-,
97,Jamaica,348,343,5,
99,Rwanda,345,271,74,
100,United Arab Emirates,342,340,2,
101,St. Vincent / Grenadines,341,414,-73,
102,Bahrain,339,335,4,
103,Botswana,333,331,2,
104,Gabon,332,313,19,
105,Ethiopia,330,304,26,
106,Guatemala,324,324,-,
107,Syria,317,300,17,
108,Bolivia,313,313,-,
109,Burundi,307,277,30,
110,Kenya,306,338,-32,
111,Cape Verde Islands,301,288,13,
112,Kazakhstan,284,297,-13,
113,Burkina Faso,283,283,-,
114,Namibia,282,282,-,
115,Korea DPR,275,275,-,
115,Azerbaijan,275,274,1,
117,Gambia,272,295,-23,
118,New Caledonia,271,271,-,
119,Kuwait,270,266,4,
120,Jordan,263,263,-,
121,Thailand,261,283,-22,
122,Liechtenstein,260,260,-,
123,Solomon Islands,250,250,-,
124,Estonia,229,223,6,
125,Hong Kong,228,222,6,
126,Singapore,224,212,12,
127,Turkmenistan,222,229,-7,
128,Guyana,221,362,-141,
128,Barbados,221,258,-37,
130,Mauritania,212,212,-,
131,Fiji,208,208,-,
132,Eritrea,199,238,-39,
133,Indonesia,189,202,-13,
134,El Salvador,188,175,13,
134,Lebanon,188,186,2,
136,Malta,184,183,1,
137,Tajikistan,183,199,-16,
138,Malawi,182,212,-30,
139,Kyrgyz Republic,180,190,-10,
140,Vanuatu,175,175,-,
141,Chad,171,171,-,
142,Vietnam,159,178,-19,
143,India,158,162,-4,
144,Yemen,155,165,-10,
145,Liberia,152,152,-,
146,Samoa,142,142,-,
147,Bermuda,140,184,-44,
148,Swaziland,131,131,-,
149,Luxembourg,127,127,-,
149,Madagascar,127,127,-,
151,Maldives,120,139,-19,
151,Antigua and Barbuda,120,104,16,
153,Suriname,116,135,-19,
154,Lesotho,113,115,-2,
155,Niger,103,103,-,
156,Sierra Leone,102,112,-10,
157,Myanmar,100,104,-4,
158,Mauritius,99,99,-,
159,Malaysia,98,100,-2,
160,St. Kitts and Nevis,97,100,-3,
161,Nicaragua,96,96,-,
162,Tahiti,94,94,-,
163,Pakistan,89,86,3,
163,Seychelles,89,89,-,
165,Palestine,86,77,9,
166,Dominican Republic,83,143,-60,
167,Sri Lanka,82,74,8,
168,Bangladesh,79,59,20,
169,Chinese Taipei,78,94,-16,
170,Tonga,77,77,-,
171,Guinea-Bissau,72,32,40,
172,Montenegro,65,65,-,
172,Montenegro,65,65,-,
173,Djibouti,64,53,11,
174,Bahamas,58,68,-10,
175,Andorra,57,57,-,
176,Grenada,45,69,-24,
176,Laos,45,53,-8,
178,Mongolia,44,44,-,
179,Philippines,40,40,-,
180,St. Lucia,34,48,-14,
181,Turks and Caicos Islands,32,32,-,
182,Central African Republic,31,20,11,
183,Cambodia,30,30,-,
183,Netherlands Antilles,30,30,-,
183,Papua New Guinea,30,30,-,
186,Nepal,29,24,5,
187,Comoros,26,26,-,
188,Brunei Darussalam,24,24,-,
189,Dominica,21,21,-,
190,Macau,18,18,-,
191,Afghanistan,16,21,-5,
192,British Virgin Islands,13,34,-21,
192,Cayman Islands,13,20,-7,
194,Faroe Islands,12,12,-,
195,Somalia,8,13,-5,
196,Puerto Rico,7,10,-3,
197,San Marino,6,6,-,
198,Bhutan,4,4,-,
198,Anguilla,4,4,-,
200,Cook Islands,2,2,-,
201,Timor-Leste,0,0,-,
201,Belize,0,0,-,
201,US Virgin Islands,0,0,-,
201,Montserrat,0,0,-,
201,Guam,0,0,-,
201,Aruba,0,0,-,
201,American Samoa,0,0,-,
208,Sao Tome e Principe,0,0,-,
