Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Sri Lanka,LKA,GNI (current US$),NY.GNP.MKTP.CD,1406432689.07563,1407026659.66387,1438767407.40741,1223818201.68067,1306652050.42017,1683403361.34454,1750630252.10084,1855555555.55556,1771260504.20168,1953613445.37815,2142184873.94958,2158178752.10793,2352093802.34506,2622500000,3230375939.84962,3369329529.24394,3056361474.4352,3523788049.60541,2501281229.98078,3358445728.96596,4067150635.20871,4391688311.68831,4817779913.50312,5141478963.02592,5870951257.86164,5953387334.31517,6378443968.59386,6653634510.86957,6961175730.90223,6936477115.11789,7973539690.4643,8925839980.66232,9680880675.33653,10339859271.5232,11645649534.6014,12859512195.122,13701791206.803,14917511442.6174,15545384018.6191,15373003963.7599,16016130112.9723,15467999433.7511,16285197574.7439,18710453791.9602,20457644035.9719,24106796019.9005,27890790083.219,31997202612.9448,39744303906.4377,41580817112.8567,58019026505.0527,67101713795.8986,69233385160.8634,75248910875.4524,80720442913.0281,83118677957.8894,85816595299.7365,92061614515.9046,92095811316.3413,86545573251.9399,82024773617.0515,86619332546.1363,72199977445.7357,81623429815.1851,
Lower middle income,LMC,GNI (current US$),NY.GNP.MKTP.CD,,,,,,128074514416.902,113398814118.61,122779611429.923,130864507041.954,143706115847.413,148898080518.667,160621948287.512,171891127267.819,200248445638.15,240042769614.984,261987409435.008,267297541089.006,306008843813.817,352695172156.482,404248337464.213,483281876405.858,503594134098.456,522419148598.128,538584778618.908,538276703250.417,578569173243.944,590736996327.764,645189407165.68,682469409291.262,693452344467.415,744819431466.543,703238512264.034,749800828248.677,758709363067.855,837682349367.861,949083542676.863,1047209120593.66,1096248911983.93,1112083428493.23,1185850873926.82,1238690036750.94,1248329692706.91,1298280868231.43,1472778969060.58,1680289763566.37,1918284837890.74,2210593936277.75,2729452748601.41,2979429189382.9,3110840020498.04,3730186378395.39,4163076675070.62,4396079292521.47,4646944308997.76,5039714490796.72,5045041743681.1,5267401106174.08,5649094969655.02,5935900387403,6231341371141.59,6031635127076.96,6818649349698.51,7254310223484.65,7312793313039.25,
Low & middle income,LMY,GNI (current US$),NY.GNP.MKTP.CD,288668221331.896,283183376102.716,284677390174.532,313384342508.343,358624839147.882,396867720116.317,399978593029.577,417805157930.866,440862275453.509,489598875939.151,528532896171.959,570909958849.195,643950172213.102,796337387827.41,994049027526.721,1126308497888.5,1191709175876.25,1342032428463.18,1456773886092.04,1746584408589.6,2079369944530.96,2212139947380.9,2162596084724.83,2234493615771.69,2335525838075.16,2417429961829.09,2427973388871.14,2475476625186.21,2646473366758.26,2767123844300.96,3124546766033.17,3025863712723.22,3219842239136.05,3569213756871.92,3977170000273.51,4493504972133.57,4959895473235.39,5264573654900.45,5220577597747.1,5164651790464.33,5607259831836.17,5613381496266.9,5715129288263.39,6400540889629.57,7491530148130.81,8813488919432.17,10386307718238.6,12802825698598.5,15208649149963.2,15232225787955.4,18461009233228.1,21714556754697.8,23162867859024.1,24530924251734.5,25804759388996.1,25026214097275.8,25287377300491.3,27631805005755.1,29319127519988.1,30066262130993.3,29117974646339.9,34247541966409.2,35941959898139.4,36919729477981.5,
Lesotho,LSO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,71819971.2720115,74101970.3592119,77825968.8696125,83467966.6128134,88479964.6080142,98152029.384089,107840905.395297,163986633.216083,239301698.217894,250893431.849284,286235071.558768,358915089.728772,444360111.090028,503786713.664591,694756520.644964,724558404.558405,695024663.478895,769317296.472489,665558806.922361,501638911.012148,587675883.7513,738934634.163592,810097832.914297,815068268.033006,957261932.323048,1079634196.02617,1211772733.23343,1167617700.54062,1207497554.07094,1339144326.64247,1266676303.7846,1321666085.78803,1192071789.36538,1195121584.73612,1130525381.89707,1194386614.16408,1123285816.46064,1654867702.81473,2072881339.40182,2183399928.42011,2243369855.25764,2344576909.78395,2392556453.20312,2293074892.8977,2872100467.22588,3089102150.16736,2892666013.15149,2718881337.31294,2719632972.79486,2639103769.74372,2400601096.79311,2620025914.52694,3042775635.89218,2823939028.1032,2449484452.52643,2742622195.30055,2696034814.20195,2393938568.75566,
Late-demographic dividend,LTE,GNI (current US$),NY.GNP.MKTP.CD,240172231965.429,219167555891.944,218578942802.176,232392759838.863,267898921625.174,303341840634.404,328228400304.514,321992728500.052,321054485727.913,359936235352.486,410018440923.521,450036950683.252,510925011932.156,638032944955.362,738909659896.725,801413287050.357,821892751898.078,954974307559.423,949639018671.424,1180105348113,1390925808295.76,1439691166410.36,1415653457564.64,1471050818030.62,1558417394807.57,1667075793478.72,1662331627944.25,1687758988749.84,1890598473021.2,1921323587133.58,1929752527933.69,1945867305600.09,1977910913872.28,2058833732473.28,2384319876722.13,2955099062384.57,3260251350483.85,3409054363103.56,3271067011737.53,3010983884824.74,3315735268836.61,3421086338990.64,3620118199801.82,4123720348863.64,4969037555975.47,5995244803318.29,7263089889986.62,9183408721390.74,11436047787589.7,11023636965381.9,13233575726932.1,16110085127322.2,17307231912103.5,18641637659348.6,19474904719801.2,18232498349572.6,18277656044844.3,20320651323779.5,22211395546717.2,22652772255922,22103420759847.2,26343374040125.9,27500373982184.3,27799345747238.4,
Lithuania,LTU,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7853767866.19361,8295451877.42771,9926974536.03798,10988111350.8848,10710222701.7695,11317713422.5291,12072044022.4428,14108872921.9498,18315975183.3051,22097516145.0571,25663070033.5863,29573019199.3977,38144798850.5747,46287801843.9924,38232906588.824,36887284560.476,42261715400.6605,41584616578.1745,45495776757.2547,47960568992.3636,39940688841.875,41513241212.6196,46031954861.7177,52084496480.7654,52901803474.7058,55325495240.9729,64252038543.154,68451885058.5839,75164374517.9766,
Luxembourg,LUX,GNI (current US$),NY.GNP.MKTP.CD,521926698.377195,523120451.698982,551911349.948603,589255645.479413,670968347.90813,685277449.149857,718187357.771505,723925260.868104,792823532.135306,919534682.50164,1099260185.55869,1150373916.63227,1460639721.38209,1988041813.28917,2460608947.80447,2587295162.88253,2911346917.45037,3284764209.34159,4090814653.51608,4783285635.66318,5310504897.2272,4633382225.11951,4623996998.05757,4659143195.26627,4515406311.08629,4692131258.91705,6684345313.34658,8413480280.92923,9341786066.92266,9854732800.9828,12743261709.3192,13898135853.5145,15508292346.2986,15614277052.2388,16720042199.1801,20310578817.734,20323997394.1368,18904269282.8146,18886532562.7917,20201236234.1923,18782499824.5083,19049517003.537,19950388654.4585,24019997499.0239,31641464154.2109,34309510334.705,34360473818.5341,43858974247.4813,46059035709.8133,34736149608.2226,38203044611.6667,42768242732.4904,45915520597.7344,46779637636.2746,49979926556.9018,38657980989.0234,41225831605.5643,47031112675.0589,50751283867.9215,47877349992.9411,51783516552.218,58630447829.0688,54993885553.5022,58922083659.4667,
Latvia,LVA,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5831289218.4826,6013429045.43134,6576458988.62811,7213082330.51352,7462203939.46673,7949004634.99421,8387665099.61943,9573346975.89813,11714710367.7284,14137886041.3685,16827637834.4742,21030822673.6895,30131969634.7969,35399410904.8385,28250467055.8799,24196595119.0757,27444998699.8034,27972506725.584,30136848287.9397,31426977355.7034,27135722905.2695,28043520978.3806,30407324342.8224,33883344508.4941,33726980608.3372,34385289591.9083,38710728430.3017,40324774809.7044,42515025896.2386,
"Macao SAR, China",MAC,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1149838101.98571,1147497892.26313,1325558749.77443,1368964495.11067,1556374428.15928,2001092510.58203,2327885210.44222,2746055189.00387,3263343549.02735,3788851560.10869,4957063307.11854,5672135022.68577,6295509820.44231,6944639131.86118,6940839199.63848,7008432869.91874,6504977272.80418,6133961473.25087,6197684994.82924,6811252878.57098,7290034036.50718,8039130104.68081,10026413049.5348,11314325873.0269,13247151195.2994,18056039843.4317,18426156249.7272,19261804723.1041,24909534445.2669,31539491118.2149,36351932898.983,42782587362.6515,46126586912.5189,40245135855.4082,40643939810.8633,44837684420.9214,48800564682.0746,48730953711.4939,30051625585.0812,30858523830.771,29221857445.4267,,
St. Martin (French part),MAF,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GNI (current US$),NY.GNP.MKTP.CD,2056915832.2613,2041502285.35181,2393444113.11948,2688870069.89442,2839844046.72275,2919282520.07217,2835496384.73745,3010380417.70659,3224391551.01581,3608543836.66404,3944843740.4283,4328425300.08659,5037326530.16867,6186592072.26046,7631719334.23452,8929595209.06544,9497304965.11674,10936258195.5728,13034179060.4538,15621949976.5845,21279755812.4353,17210392406.0031,17066730488.4492,15692902319.3012,14365609583.7983,14347548504.4221,18984999937.3932,21186660737.0899,24784028833.8551,25404220356.0956,29318726097.5097,31295201911.2048,32789119126.2591,30612485009.1408,34592148679.7783,37800505819.6721,42112709370.8079,38172814275.2178,45700588895.7746,45507339863.79,42253801449.2754,43098565634.2689,46425706151.8918,57337365467.8322,65542376012.5854,68578687216.0747,75504894286.1434,86665332000.0542,101626528087.532,99873225565.0296,99581285619.2078,108370716160.633,104953373174.425,114282741689.255,116737884764.791,108703008127.117,110026167792.814,116714427716.555,125425336311.069,126978615953.539,120193575825.745,139859068559.281,129049589298.333,138989915865.79,
Monaco,MCO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3593779213.52303,3102785714.28571,2335073760.58041,2386874576.71269,1696931035.72199,1734851855.85976,1754299565.21739,1992937445.88745,1727901675.97765,1204642063.05467,1352310309.3281,1591983554.57456,1827506004.56789,2211747378.53772,2953679177.17771,3392185084.87356,3809739169.53226,4811362819.18905,6649080392.65423,5745818449.40063,7480581273.20622,8991792743.46916,9519279677.54776,10391128071.4427,10224420140.6672,8247147200.20113,8426887066.00077,10070244012.8248,11788143412.026,12351757050.0244,11920936239.1612,13958389266.2174,14570210659.0501,16749246544.5137,
Madagascar,MDG,GNI (current US$),NY.GNP.MKTP.CD,650793393.23403,676064335.859803,714566102.093148,734222182.837559,776139175.946818,806012049.681389,900264586.616326,956435313.729223,1031668829.22225,1051392481.70675,1108857700.22271,1192886703.20466,1339441931.67021,1648118532.08917,1903186533.23847,2270256388.0147,2169578028.35272,2357656134.28105,2668890091.06822,3451167298.68045,5157942662.24123,4671006428.37498,4689709701.18061,4568324614.82415,3759912517.72112,3673726255.30678,4192899217.44855,3038202023.82717,3010174181.25157,2986320071.0037,3770426976.45749,3093518521.97934,3567898597.5857,3912357001.90591,3366890335.63226,3671361237.53901,4769113182.99207,4133133398.08965,4280498855.90668,4172718601.00019,4531580137.45598,5338012258.07111,5254956307.32513,6265748468.49481,4993998513.90408,5736869752.59295,6248699559.54714,8438652196.52687,10625319395.1597,9470022799.48728,9803373258.6904,11339961188.9187,11207841557.6231,12000180962.1806,12173057216.3084,10894778487.7487,11379471782.2222,12760046042.0203,13299570422.2112,13612309667.8372,12717776143.2155,14294993370.6784,14934929561.2418,15703031665.1909,
Maldives,MDV,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,16831032.0166975,18780391.0850069,21923948.962569,26875356.3094073,34067434.0175331,21367766.0082752,19508267.9052294,18161467.454257,21207998.2114216,33576934.3341216,36977484.0525734,38890105.6828348,41948808.5927376,50220623.144455,94321363.0391997,114074387.15131,120178995.944623,118649029.599913,158155947.638019,171914721.822807,193844535.175879,212896713.157125,248876377.864027,276917467.531875,313614051.7446,379025480.033985,428503653.35599,480780305.862362,511936219.201359,558212710.280374,594339124.893798,845635526.241735,874367273.4375,1016714804.6875,1192946750,1132462437.5,1534500390.625,1587767023.4375,1989697750,2089951648.4375,2276923140.625,2479686376.01075,2614016252.04566,2931310319.51537,3342254340.1684,3797041805.22989,4057032049.12311,4440841844.81037,4911943788.37226,5166269608.4174,3406811511.66321,4766561595.10842,5610491124.59685,5777247191.91135,
Middle East & North Africa,MEA,GNI (current US$),NY.GNP.MKTP.CD,,,,,,32595075258.6443,34926879026.969,37567451441.112,42828452187.4782,47971520849.2339,53663746179.2612,62803602449.0942,78572645061.543,104718152192.128,198579240717.327,221223008922.256,273078836682.925,316115539588.203,335960160178.189,445297630480.136,564760496489.601,578780324523.914,579807838415.494,591831341769.776,593103951391.939,602973458341.52,611238472474.904,567811546463.923,563442830014.981,582583962581.033,755376888330.352,556353003407.513,605142511259.789,611316557106.157,643946050260.418,715806138256.182,794404185350.13,833814221869.921,818350189902.252,877069075673.889,985747475934.906,982872345539.167,969828022150.789,1077115330913.84,1276952718700.97,1537334852067.69,1824297415578.48,2166202925500.27,2690012747189.18,2401066969866.05,2809108746110.78,3379674553134.95,3653264709611.36,3600134992853.07,3632093580216.18,3212102576441.02,3245847214538.74,3387226682471.29,3539607594476.59,3545481705430.9,3188971118872.72,3776463161887.21,4482819184344.45,4283226916693.77,
Mexico,MEX,GNI (current US$),NY.GNP.MKTP.CD,12666168000,13775344000,14814304000,16530280000,19477944000,21234640000,23566704000,26201208000,28939512000,31985424000,34897440000,38495400000,44387480000,54435528000,70743688000,86091952000,86623836380.1374,79680733619.8113,99714406816.8841,130458574873.931,199125959653.174,253689233122.578,172341787525.265,147043246540.21,174155981123.531,186243538805.319,127036121731.427,140741270281.233,174365230444.7,213100786195.908,252627764640.462,304531707708.975,353562977713.644,518573511763.481,540993992208.27,366827054915.355,418196147535.979,510661980864.966,544023294441.948,618292484162.27,726950892480.38,782084384943.304,800797003363.105,757017510489.137,812126341854.446,904179622627.936,1004974290964.45,1084771599272.78,1145939366382.81,929066805910.397,1093237575189.89,1210622838008.34,1228761368842.97,1288984391393.29,1332054399903.7,1182962837135.44,1083159760755.14,1160558920059.09,1223821716221.84,1268447619044.65,1084976604944.11,1279289408145.3,1429617591784.31,1744711420378.22,
Marshall Islands,MHL,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,10500909.9997962,11385497.688158,12455562.1006469,14495819.9081821,19004364.0566755,20844875.8744294,22671121.3927013,25239277.7623779,27736097.6910242,31902220.0015033,33357510.0940728,38739224.1454668,43607307.9116496,52137869.8161204,56378183.0139951,54798766.5253087,69922357.9905229,78656946.0712368,88278975.2979537,90914189.899647,98005156.7172991,103038700,114233700,125325200,136784000,152854100,135250400,134566467.285156,141795776.367188,147094207.763672,149847366.333008,158284210.205078,165486007.69043,165483978.271484,168775100.708008,178916839.599609,181177673.339844,191431961.05957,188908432.006836,190879592.895508,196927581.787109,208192581.176758,208826568.603516,221242721.557617,227093063.354492,241745208.740234,254516983.032227,260383300.78125,267321166.992188,281668029.785156,286147155.761719,282690612.792969,296541931.152344,324812851.842661,
Middle income,MIC,GNI (current US$),NY.GNP.MKTP.CD,278086090051.94,271883598444.215,272522181913.205,300326754765.569,344730265332.239,381617809479.726,383527748147.073,399937160916.907,422532262849.326,469645146230.036,507066038727.774,547596546436.162,618554344494.698,767090009605.293,958055639569.694,1083481132736.39,1144853622092.63,1289278791372.82,1397523565437.13,1682018771934.13,2006303153427.77,2135375614665.6,2086206290006.08,2156919652390.83,2255808432233.1,2339223742235.02,2346856342479.68,2389593291669.08,2555174478366.02,2668721393437.95,3005838818340.73,2898108340540.01,3126043934514.99,3468611865484.33,3882203098467.84,4404719682284.32,4872786912369.82,5172131048162.8,5126858759371.72,5070809488475.28,5492455389452.39,5505576572773.32,5597131756252.52,6268430428767.56,7337083634058.43,8629698617085.09,10171939098195.1,12539502815755.7,14893625293220.8,14912359977875.3,18112292013352,21333272844294.2,22792499929777.5,24149797001263,25396442792605.7,24621431227427.8,24909116769680.4,27236837061878.6,28908560935100.3,29629882308433.2,28687314216385.2,33787694044192.7,35423861747480.7,36292340906231.4,
North Macedonia,MKD,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4644646643.10954,4909775510.20408,2364849341.97604,2625765896.55172,3512968983.35012,4667244355.4494,4590725484.49485,3858807483.47616,3712079121.68348,3791491601.99212,3702842458.39474,3682391721.29725,3972614178.76844,4886356945.98704,5647495132.20348,6149437258.98083,6833763578.68353,7947222258.92406,9789799366.25583,9334914966.52821,9276086270.28465,10307350188.4715,9534185814.44031,10561387533.2571,11149662118.4457,9747431783.18268,10247925155.7349,10859414347.1733,12150990659.4701,12024667114.9758,11892343875.3738,13385879515.7774,13113486591.5467,13952038518.4225,
Mali,MLI,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,274847728.426141,341790655.738657,337201525.797523,354124048.526989,393751421.997705,485815787.5684,561341721.549583,533923989.37606,819675359.719364,931397928.392649,1049879227.90703,1233480082.45831,1581719561.64461,1740408616.91516,1503290188.86157,1307074839.50404,1267613069.30015,1211293780.33107,1366264671.58834,1827610108.25851,2070499253.5983,2142869392.81648,2181821909.27892,2666059917.3772,2721462226.93185,2823397096.83716,2820491828.83025,2058618951.05441,2659084422.3157,2730573673.74836,2643959255.75481,2869578288.66605,3396108684.30958,2931331695.39153,3302171389.41753,3666811218.8093,4553871234.11719,5272202707.35186,6040786902.22691,6648289888.15394,7857250945.49231,9524578799.75845,9764553230.63278,10269428513.0978,12532791363.7248,11981790282.0746,12810032272.8733,13980007389.4599,12808995432.8001,13651410705.5837,14864816778.5873,16560622892.2968,16584807149.3751,16726618026.267,18419319470.4693,17997835632.0586,19940457035.8015,
Malta,MLT,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,270010715.021636,284919118.42244,319221084.608461,368088813.874985,411790177.079853,526983822.380899,575042916.287994,675604655.891024,842223905.536371,1041318682.63473,1347909893.11459,1361200488.45471,1373834687.5,1263110890.49935,1210693640.00372,1209121065.15373,1513987546.42779,1849328280.31809,2114205657.19476,2232004927.322,2738345670.67405,2919788844.62151,3166473280.38767,2811899606.96238,3055459161.64944,3776189202.33463,3853662458.31348,3826595484.37326,3969862968.28379,4177153465.34653,3916552784.81876,4113241119.57006,4504004983.8293,5426514483.36952,6074239606.71284,6220547613.61481,6502959080.66925,7531092784.59102,8950142226.20905,8238328799.74658,8570871689.23051,9412938982.83029,9015838746.77553,10027490996.8655,11020707025.9497,10478459358.1284,10525743981.1423,12136103803.6229,13968288596.2272,14544926847.0512,13668430481.1566,16286993219.713,16529039681.725,19088393909.7063,
Myanmar,MMR,GNI (current US$),NY.GNP.MKTP.CD,545098447.640862,604178636.253337,633754141.117091,598838736.591954,411844015.186029,367533507.202143,293142572.679011,420461671.794872,560405713.649601,572430991.491512,563912705.889371,587223250.708757,661168006.943278,718527993.4878,1223752969.12114,1059999997.74011,1200723613.38814,870074063.090746,932305177.311572,945914536.683244,1029679084.97018,1101296501.97654,1467515233.85072,1364830702.97791,1288781930.87403,1464801440.07675,1561100217.36546,1550561865.70928,1531606434.5641,2005339191.08937,2096609305.85735,2051262988.36565,2404983615.45533,3159260043.13311,4428520933.34837,5284431185.0858,6122357106.50092,4721977869.01575,6459896236.5792,8486202623.55934,8900771454.19655,6470336956.19037,6773035817.65392,10460883983.3316,10560047473.3885,11980698123.5986,14496613206.7816,20175974339.8543,31851216910.1049,36895845255.5457,49528704371.1056,59964576988.5087,57556421307.7229,58364906162.4847,62535394200.1685,57499580407.6303,61653951995.8482,63958040482.7508,65984255989.6395,72641276228.2097,77509313176.5807,65277447226.4478,61363349891.8111,63663583535.5286,
Middle East & North Africa (excluding high income),MNA,GNI (current US$),NY.GNP.MKTP.CD,,17997781380.9418,18406863420.6099,20496215985.0384,22487820597.3633,24845538173.0732,26229532100.8619,28582542272.7465,32167435938.8708,36135389637.0337,40246771628.6149,46317284331.4974,56953771796.5722,75068729688.7077,117925412751.601,135497916225.558,165340415465.372,190382818556.359,203191481942.773,255089766984.322,302597048866.815,287093460643.412,319730820505.787,356445683065.739,371821981415.67,400573554957.684,432695260534.556,374896022248.671,356325610009.664,356967307659.831,497961018166.775,250700930116.582,275303080439.397,285328645724.699,302894669571.661,335974011110.222,376157167892.591,394821442729.425,406958674044.014,438954747586.528,466147166779.861,473707980798.265,456360484295.027,500140353235.841,595174202262.194,696376365942.895,820935667836.623,1014898696915.58,1259496875736.79,1216762518314.34,1401166736461.91,1636695309400.06,1770754209225.57,1628855558786.39,1609084506098.38,1447390100609.06,1488233701873.15,1487917386112.45,1409097909150.52,1417184096055.05,1306377624226.67,1514655101442.27,1737829871634.87,1625074071434.04,
Montenegro,MNE,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897455245.535714,870864653.841112,1034061909.75381,1217862708.22139,1356512418.54755,1807140110.82212,2180314129.62503,2282062056.95809,2767363567.93376,3723496304.40734,4612753771.78849,4166797860.51681,4114165282.39753,4580993271.28926,4156682443.874,4552823114.57012,4654833219.9679,4143543186.70004,4415192363.25036,4956345528.61142,5571825861.24026,5604334042.31501,4845904669.64871,5982455401.55457,6353915382.64158,7477458122.00582,
Mongolia,MNG,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,2299199133.33333,2532001966.66667,2694636533.33333,2059734525,2141505525,2894479033.33333,3009311733.33333,3170261666.66667,3289326933.33333,2517185660,2374108010.52632,1290711863.84977,741470800.539993,906403930.752084,1425356882.36999,1331359924.36219,1168938177.57187,1124839859.90991,1057508580.46245,1131697254.99018,1265989177.16402,1392055720.37938,1583797330.75165,1981009807.80913,2471681167.15481,3371391150.68986,4137452711.46778,5449590342.04584,4388014379.17088,6609616844.37432,9551979901.62167,11343401728.8116,11871513598.9081,11232542766.2328,10652455621.4482,10260106001.6486,9872124813.33454,11943636998.2069,12634360587.8507,12053017479.445,13054692170.9439,15067905989.6867,17982780763.2288,
Northern Mariana Islands,MNP,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3747256434.58062,2662496511.18156,2751361897.42651,2825708170.32061,2952746173.73938,3937746134.5706,4788263774.93019,5421818148.73836,6161419795.32463,5737774668.61595,5424314699.9889,5347593594.60312,6418020934.58063,7765812074.55766,8508662136.2786,8875382892.63896,10219878883.0399,12278466410.7452,11982083699.5426,11052119443.8637,14364079953.8574,16612647550.2375,17139483397.9508,17776333934.6715,15908852642.0518,11833552380.6601,12884983781.7875,14730512284.3303,15236312656.0004,13948700692.849,15828197520.5693,16984939141.4239,18787392734.1766,
Mauritania,MRT,GNI (current US$),NY.GNP.MKTP.CD,,159213430.245265,164271557.562086,168186297.204107,224495743.784017,255340475.018083,266533605.165576,282615310.216284,301395939.267461,279862300.099901,298105315.518554,321768915.279074,375169448.260975,483223972.473214,607598675.610197,673287992.48334,716474532.503373,755618517.658951,777551568.610886,920501091.202266,1021070750.67169,1054951790.08208,1063170501.478,1102884848.82873,1035268835.57645,957331783.213336,1116355897.84202,1266951249.00631,1343051595.36508,1390404297.23905,1447895783.34925,2072467409.26292,2097710715.38349,1778655152.65281,1870169427.47319,2017408438.56124,2156256581.04875,2088868877.62027,2058287945.99286,2015584296.75663,1793301796.85676,1713838154.69886,1832908211.20856,2108847606.73687,2428018693.49082,3000602093.37349,3845277285.92703,4285412357.10255,5183436944.39536,4766478897.04235,5559972100.89651,6609314084.92644,6537356580.81046,7026930509.07254,6339728996.81619,5986395817.55405,6282235172.09234,6703487754.55949,7435080651.89542,7798537818.92346,8155048186.23789,9076362253.94666,9686651406.54886,10443269428.2817,
Mauritius,MUS,GNI (current US$),NY.GNP.MKTP.CD,162929551.323789,190077700.853855,196898180.037943,252579556.685535,218494568.678943,228764159.308335,227324069.829245,237403660.275184,206036641.592984,221733624.618594,225385794.748822,252713380.841645,319039558.952919,407225726.97942,671647447.158158,676132011.926043,719347042.36134,831847368.393827,1021252256.0692,1210642861.57101,1123863786.15831,1112226100.3304,1047120213.16384,1063525536.56127,1009203534.78496,1045281826.8022,1428466648.21753,1864786721.04192,2119122955.48306,2191509241.94316,2666405160.85122,2901040798.58383,3278665266.1842,3310815266.86414,3581385452.75829,4075646176.24308,4437529595.8055,4226089189.7701,4199264178.82143,4385636251.97175,4709460723.11008,4689247456.97264,4919710990.58808,5865018867.28211,6653236169.06323,6568005717.88269,7155269026.64864,8457881538.96817,10261972166.0103,9212111449.38329,10003670690.3497,11299782797.643,12083538713.4471,12635532278.4093,13453633098.4742,12411835683.3359,12811307718.2771,14051920385.6177,15450103729.5488,15153839975.8896,11947741898.9683,12106744357.8582,12857001399.301,14752726724.4679,
Malawi,MWI,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1801156774.70849,1801193909.52395,1717379494.52696,1780148049.67776,1758028656.12382,1646442272.93986,1722586299.36475,1721711808.50763,2008189508.2731,2314205129.49285,2737087861.60887,3206783830.41779,2618837835.02508,3013392657.99911,1719864761.30628,2033701497.97085,3319573749.6119,3875785863.38323,2510999703.50163,2559480258.88685,2520027487.99674,2467602175.83107,5042959727.86774,4628275922.72366,5012872759.74473,5280553232.92169,5780472892.76432,6430279370.92242,7721247411.27234,8953580338.59212,10021166893.8185,11532861683.3477,8638482884.79603,7872142936.48892,8640515834.70583,8999698474.69735,7886787909.55495,8790349567.04518,9716703078.99759,10810891332.1642,11712107986.7989,12209007996.0192,12754416423.2581,13726152259.1047,
Malaysia,MYS,GNI (current US$),NY.GNP.MKTP.CD,1834562690.69195,1840116032.17018,1955102867.48421,2454250266.23372,2600270480.3967,2866830871.35194,3052377810.15412,3151357955.325,3290844826.57241,3573411907.6708,3803712245.44463,4125467686.23905,4909283589.33109,7393188803.80464,9082007272.75144,8996502331.77881,10618612474.5483,12621059829.3654,15624068993.5675,20267386569.9891,23607148386.018,24131503282.157,25567442210.9864,28447172859.4507,31652445211.342,28981386541.1862,25883982673.2501,30204338877.2514,33330749435.9021,36668805341.9136,42152410000.4621,46670061099.7963,56023874033.0624,63683741276.0601,70892013412.5895,84567384370.0159,96164639478.4959,94647952303.2153,68264115368.936,73652105263.1579,86182105263.1579,86041052631.5789,94250526315.7895,104271578947.368,118327894736.842,137212140608.15,157977654840.538,189481287502.884,223906592446.324,198224543999.537,246905159655.731,290892852065.831,302839192295.004,312493632789.776,326875882255.886,293133023632.862,292917092605.123,310119720279.85,347616421527.931,355643356741.268,330671265155.887,363658693624.277,393527580887.661,387578203241.301,
