Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Spain,ESP,GNI (current US$),NY.GNP.MKTP.CD,12345306259.4712,14150789641.2034,16510999237.4441,19513756291.6768,21798811212.0212,25325927982.5172,29263290104.2699,32239911649.2222,32047804078.9271,36635304970.6021,40471022106.0138,46106900598.8024,58555487962.7233,78071719017.7042,96948485722.5267,113934171014.493,117234501367.819,130823347207.01,158522927517.361,212392352503.718,229755263402.181,199125227969.003,192294673633.197,167322796983.759,168552857586.421,178339212328.767,248144330521.564,314786221533.486,370872708184.545,410262872803.935,530515703558.603,570816810248.198,623343892410.206,520853333769.12,519422964849.087,609570971443.822,633528195192.434,583087704545.455,611311425548.502,629140626498.843,594084216555.295,619140631735.828,700728756159.217,900043963152.155,1059088286010.81,1137786490870.04,1237088785672.94,1437831552930.98,1586564225114.84,1462916148401.17,1401381945416.67,1454580711702.34,1314155086548.05,1346529739593.34,1366800133424.7,1195894016724.61,1236606698893.78,1313739000871.77,1423751671292.55,1396786257474.51,1281402401923.74,1456884138329.43,1424534712303.51,1569857957741.51,
Estonia,EST,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3844991731.45374,3935087844.13645,4355145798.09293,4730316447.52134,4905926906.44454,5514726452.83134,5603260783.94336,5472116465.49341,5947902604.95927,6978783083.73363,9301313233.96567,11465094409.9379,13457655764.2084,16082181658.5121,20706693128.9351,23069137249.1578,19034731869.9639,18473734528.309,22028387855.0584,22063932819.8438,24507230930.4314,25876006876.5489,22387751107.0312,23537298481.751,26262150181.8824,29976050226.9019,30681549837.647,30896975845.1363,36275709776.356,36987912194.9418,39377296254.0337,
Ethiopia,ETH,GNI (current US$),NY.GNP.MKTP.CD,1604755977.67696,1674862272.05193,1741890962.29417,1820309298.28722,1978289211.06553,2153078603.99132,2320306518.5146,2457202028.35775,2612908864.86506,2758747371.88775,3037393469.17066,3216501145.27781,3506513529.626,4046838067.8803,4558611751.83995,4560090018.53831,4942502101.19343,5650004310.2529,6014868433.83642,6583537372.04116,7019107394.21865,7500610426.33309,7891196570.14589,8768137856.82193,8278792672.29647,9684252590.11444,10063050492.0617,10742669577.1908,11116530345.6651,11682593842.9858,12411896793.4823,13726343091.7874,10691023479.0366,8954761827.84372,7021316393.75443,7794783278.96117,8717634996.75546,8706594255.83257,7946860607.87121,7840483177.78162,8182221161.58506,8180069454.11753,7797207615.85915,8557581131.63568,10067656708.6258,12365354408.4331,15242461910.6314,19721806402.0923,27086850118.9961,32395738209.0412,29825574928.2445,31883271774.1935,43214529006.0852,47541495176.3408,55459432981.0435,64326828327.9098,74054063837.4245,81285285937.504,83891882898.1509,95323016753.8224,107045139885.794,110688250515.368,126199025534.765,163284493254.474,
European Union,EUU,GNI (current US$),NY.GNP.MKTP.CD,285919681741.093,317379812636.022,351083327038.46,385624198774.598,427570708740.179,468231065767.741,506754638666.201,539605189743.002,579313439755.937,646215539487.956,730465314679.795,825370392314.133,995494315748.021,1288519559703.88,1455029309306.4,1696359043307.96,1777624979910.5,2012082319355.83,2452129908077.93,2962111673256.13,3315141742866.52,2883375290671.39,2776192234146.59,2699500819506.79,2601508662025.34,2676777027602.3,3740181004214.84,4631967593076.89,5090144896685.03,5193840720484.07,6481239846020.91,6688402671341.73,7337200624988.96,6713755733516.04,7109958959907.61,8259273562314.46,8406871810712.63,7712331469569.21,7931596450108.97,7905008539317.96,7252315198041.82,7354069504674.83,8016220318064.91,9869245441990.54,11387043996752.9,11897114594673.5,12725844485560.2,14692431172034.1,16198021274177.7,14750569343721.6,14570731501998.7,15793178017407.1,14686809637818.8,15360956020129,15707381132700.5,13540622547445.6,13903438345608,14786243556064.4,16049785008120.6,15750895484039.9,15375919370070.9,17430634460597.9,16786446753294.2,18363348315011.7,
Fragile and conflict affected situations,FCS,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441821740328.45,1309157007055.43,1546896452092.84,1604501234774.05,1815733158536.27,1880885797389.47,2013517472908.64,1592349861226.28,1473779856348.1,1529491906980.93,1711463540192.13,1821965874115.89,1678538403891.81,1766556566052.51,1929939322276.48,1894331319608,
Finland,FIN,GNI (current US$),NY.GNP.MKTP.CD,5222582942.67438,5916257432.85525,6328651342.31764,6865699615.43464,7737636595.23394,8552415610.60842,9165340432.22567,9311168538.71865,8759663044.22547,9993855559.68814,11468163929.7848,12643331912.4751,14863587611.127,19624936984.5962,25041844966.1257,29617515758.8492,31975894753.0389,33523302346.1709,36296527075.8123,44609664173.4086,53811538093.7201,52302364287.6826,52540300974.4665,50632769000.854,52562557380.2928,55593895817.3446,73353482289.4675,91283152982.5511,108878171997.157,117465355410.836,139004341471,124265700632.26,107990419431.909,85043139377.5372,99204525896.4144,130266884531.59,129148330313.228,125014316802.199,131456386292.835,133910547569.884,125234472746.667,129485638946.851,140829968379.608,170641200958.823,198868882866.796,205740184703.502,219064326741.176,257127719239.609,286195777419.531,256645544754.687,252651105183.334,276659458249.028,259497761579.297,272476696925.491,277614151896.47,236841059684.375,241867185380.545,255775633889.412,276815737098.039,269899706941.176,276322367069.261,301103210879.84,284510574953.308,299653055994.123,
Fiji,FJI,GNI (current US$),NY.GNP.MKTP.CD,108046845.485455,112580279.561768,118121143.432817,122780506.233472,135877093.565042,140914242.538723,146829391.041772,157403953.748601,159166380.396198,173147301.006404,210478046.54362,235940605.63545,305507620.118664,420158292.874554,556352624.862836,668376764.089293,683134290.9498,710128182.769445,823953347.481196,1006357696.086,1184769519.47822,1224744830.20078,1157811311.93234,1094736976.65729,1149797477.73179,1130745418.07319,1281948438.73856,1166836487.76629,1094738991.14705,1163295227.70679,1289546683.52119,1344237230.9323,1482377472.65286,1581878030.19247,1739605566.46461,1931050469.55451,2100762488.42015,2052747328.86557,1597530119.78456,1871625309.3863,1711480415.76135,1638537768.77216,1848095477.61672,2301494697.66343,2708366993.65263,3023749797.46264,2955406654.34381,3302755697.69608,3436092991.15266,2859170936.23766,3042538815.29876,3663305384.38,3825371293.14434,4108022907.69855,4631708776.08492,4398111344.70808,4658241004.89999,4930366664.65074,5221596259.42569,4993717624.5248,4151389774.55327,4054721720.36281,4715148902.49736,5113251324.19701,
France,FRA,GNI (current US$),NY.GNP.MKTP.CD,62588196442.4896,67823034024.6623,76152271791.83,85419528679.052,94702729234.0369,102253384558.78,110738073086.636,119728973065.967,130424516856.954,142381694448.156,149052793197.118,166781105718.006,204302990897.269,265235710076.606,286106110201.855,361759216766.101,373385686970.773,411210216635.464,508319767441.861,616651248843.663,706460726482.459,619460470730.235,586300029943.108,557554867028.144,527303159948.96,552408380785.516,774780755753.386,941591181927.316,1025574275960.8,1029131194735.76,1273599566317.31,1272602023020.58,1406931846344.49,1329198517489,1398516068052.93,1606455513208.04,1619352481087.32,1470552933243.43,1522697353791.42,1522931663205.02,1387213402712.16,1402495832979.14,1517047281243.53,1869026496404.31,2148978081185.33,2234564034091.83,2366964499002.35,2713440990838.05,2994136038927.34,2763004002090.23,2706418757800.01,2941328117344.36,2742349300400.39,2874861573220.79,2917864654134.5,2491864986670.7,2525276585700.01,2653805221561.18,2855661376338.82,2787416524619.6,2667982790343.98,3024516531073.59,2828314888998.07,3078891305966.05,
Faroe Islands,FRO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,52148921.2611877,58084836.8499842,59785410.7175329,58853346.6666667,62546640,76079986.6666667,88810422.6552262,107277101.034177,144177188.197372,178608361.088779,207304020.95316,242215689.761415,310534862.120019,354094829.657502,395916428.148638,438968339.276735,396862831.860271,395442272.505467,435757614.659477,412008081.422924,440432819.019908,644049678.951604,822330295.511158,,,,,,,,,,,1138993739.13101,1170487253.87888,1108071314.82502,1190894861.67965,1315120471.74856,1556877519.5733,1790585534.4057,1820604277.86977,2085061860.38894,2407810421.62308,2505310279.39455,2244189232.82372,2362041757.97798,2640968634.56263,2553433108.74313,2836986264.29586,3018921982.08025,2643571024.39139,2915942111.65708,3080225592.02459,3279611960.75329,3360023702.11503,3355654225.09291,3746775348.24012,3656817999.38724,,
"Micronesia, Fed. Sts.",FSM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,20879303.9035692,22871309.4581005,26354815.3555135,36560932.5960804,48397804.9151663,48423013.4330206,49151690.2838112,49668653.0083149,56337198.0110391,63281533.8223236,67393012.1949642,80292624.2236667,84054794.0393256,88311986.1991501,88906013.0121488,107023830.808611,124944504.335257,130404264.188563,144158659.203621,151718326.692813,170148812.566808,189216300,196288100,218000000,223300000,232663800,228791600,209127900,219545400,226023100,239347500,246016700,246760900,249179300,247072600,258632900,262084600,267150600,270372300,296756800,307507200,320855800,342609600,342707900,344654400,375852000,379735000,408887900,402265100,442208694,420832787,435690286,478025635,504260485,
Gabon,GAB,GNI (current US$),NY.GNP.MKTP.CD,134793934.565601,159031434.309686,171340070.076283,181392411.64358,196883741.683127,206071196.970138,225497974.818197,246340524.116213,266596980.908756,295429413.846424,307160008.824357,357718213.958571,401940061.91234,665353060.224551,1417920154.33618,2004545689.97013,2830711871.22132,2657932399.59639,2162585097.50201,2668745828.23363,3856028568.4055,3534371856.46669,3304867117.06,3096313731.82783,3337401883.23389,3096404810.91694,3157035405.32188,3038898144.11333,3556845177.2411,3951934805.30737,5336349260.11806,4849228985.02993,4864374321.89295,3745523609.11288,3692804836.61471,4293428248.93532,4930999652.17642,4610325090.5206,3968303617.69824,4094076970.71508,4299812306.95188,4393551523.65287,4854435332.82954,5797168342.66479,6576889565.21156,8624811513.89532,8966977835.36173,10624577435.2236,13406691592.6584,10736261136.2736,12484464818.8341,15711223534.0502,15456970450.5363,15890971279.4193,17256249272.8969,13188718895.9174,12934874984.9426,13985728543.24,15754973532.1678,15511133835.7823,14503352837.7633,17052331402.4703,19032454431.8231,18421276702.4777,
United Kingdom,GBR,GNI (current US$),NY.GNP.MKTP.CD,82886460770.6021,87857482892.0066,92554638254.2212,98296311731.4303,107241604103.87,115655082865.512,122746987553.949,127388135899.705,119735766376.529,129032716691.455,141825941924.646,160098624969.579,183617892107.892,208401731994.121,225150972417.017,266982331858.407,256917867026.056,286521780917.495,364365332694.151,471297554002.541,601240032535.44,571950265273.312,543448567435.36,518761350613.915,489449243149.774,512773904004.107,633039659923.776,777671142343.52,947051042333.689,952985634816.754,1117533103693.18,1171287661375.66,1223138332748.33,1099684431613.68,1201182382920.11,1306056256903.9,1375561737909.52,1538247125081.86,1662603292480.95,1682082187348.33,1670131638674.53,1658734705628.33,1806396882494,2077931428571.43,2441457341633.1,2569580000000,2697812327506.9,3062292917166.87,2890751838235.29,2392568935971.33,2486575029070.35,2674933131108.5,2681873588980.34,2735499202605.75,3009960217665.1,2864097393294.2,2626007963890.08,2651310310924.48,2832314578365.26,2848530128634.05,2640330920076.4,3158743956476.28,3104062213686.48,3296696999733.49,
Georgia,GEO,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000000,6400000000,3705000000,2655683690.28007,2469381443.29897,2574192823.12548,3023800304.02432,3637920231.21387,3804197243.23418,2946925859.35312,3094875335.18846,3239462097.99534,3406166805.19658,4000877682.75348,5199165171.11853,6471712910.47761,7906347725.5252,10208931260.9698,12735844839.5215,10723319726.5229,12209869879.0692,15049331839.1101,16722078802.949,17200885802.7475,17737747151.643,14880351881.7349,14744998637.3575,15681941286.4977,17228317459.0649,16841958711.6913,15254265041.6439,17678574249.4334,23246873362.5952,28505436204.1968,
Ghana,GHA,GNI (current US$),NY.GNP.MKTP.CD,1209859154.92958,1290140845.07042,1376056338.02817,1523943661.97183,1723943661.97183,2038028169.01408,2118309859.15493,1711627906.97674,1615686274.5098,1913725490.19608,2170588235.29412,2382524271.84466,2089473684.21053,2995689655.17241,2875155279.50311,2787765957.44681,2744915254.23729,3178000000,3654101221.64049,4006125356.12536,4426348547.71784,4209534883.72093,4025490196.07843,4021119929.45326,4364497716.89498,4424934348.7395,5609174517.72095,4936761904.7619,5066594145.56962,5133992959.05132,5776698552.85749,6481391616.57101,6309868375.87272,5856561483.55968,5335320400.13394,6331269910.10224,6789337010.1561,6757641262.52466,7330205566.56256,7554233938.26202,4835892490.44353,5206791380.76657,6036760316.85337,7467744391.78369,8683237149.73402,10613426954.4381,20312808010.4294,24686774020.2591,28562727613.9792,25954434872.8475,31663500964.6968,38113676481.7098,39175664473.0821,61074141772.0241,51920567774.009,47920547875.1384,53961346502.9182,57431261824.7006,64269886147.6558,65527721243.3015,70776522597.3523,77088309092.7881,72989253312.2189,75420369958.1543,
Gibraltar,GIB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,2964994593.4431,3309424027.04624,3869940293.73618,4743734476.47922,5240324602.84353,5619073539.54191,6226774254.88836,6366358139.67171,7446318652.60685,8173509737.91084,8974030447.44092,8881878721.35858,10980793631.0978,13930721781.6919,16961437913.4281,20981531155.0303,2751703077.59113,2852514020.23674,3345280300.14988,3376179268.74242,3739413147.29453,4230269469.5654,4648220625.07972,4697865273.74527,4859603136.42492,5305081601.63565,5552338373.37924,5406000745.34921,5112508058.43236,4967846776.38767,4294334992.26033,4038460900.7743,4268977939.98134,4779716483.2787,5031887403.68048,4003333584.14007,4179199242.72882,6218767649.95286,6872979187.76121,6548704517.07605,6776357832.56905,6651747215.63315,7516065225.98568,7971453880.91244,8494333643.36083,8650959072.69297,8446956140.28119,10274041364.9736,11448771551.2351,12866865430.2272,12718854509.8149,13828314339.3716,18675229260.4534,21019281946.8417,
"Gambia, The",GMB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,44212081.3502297,46695006.9579374,41160065.8561054,45168072.2689156,52296083.6737339,54456540.8902374,57541448.6244918,73888293.3262062,94697143.7121514,114774640.440166,113263134.341837,139726273.528479,171226923.71311,204440970.633589,236983456.547799,215056402.216896,209615419.89334,199673384.307818,178390890.995626,250976354.139862,214200781.490637,250476591.654416,271922343.000732,267268057.856029,291575356.339999,670170972.849288,695656931.455201,736113086.308628,728461763.48819,770635894.95891,832135831.428107,779879662.754541,814984158.75074,785844546.055442,752679610.169989,656185817.724281,545287414.665005,464320905.186827,941272173.640013,1005255706.8864,1029030979.95865,1253850057.60966,1536177633.28354,1422149144.42872,1513388694.69798,1377826167.82841,1385745350.56654,1345939442.48817,1200491695.26956,1345126615.38757,1456754210.86823,1476610319.28467,1641472104.63513,1783609669.12913,1785259979.96958,1963778534.192,2143987355.1013,2309304156.79214,
Guinea-Bissau,GNB,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,204670551.372114,204167297.397787,227986203.918854,232331281.494446,256769729.742062,285763191.754942,284775172.749832,293083079.54339,312243841.672383,306443233.281986,281753804.686805,400578138.115915,422484021.909459,420425176.964084,355280490.493911,368059151.096904,322024232.508213,433993374.9247,407614321.553447,526022302.830696,611907269.226507,635560890.01478,560529271.229172,586799519.096288,586232084.642847,639105401.946403,684315147.451887,683807222.530587,576934093.895309,565065759.254698,378914658.523368,400600588.438967,458016030.735069,544783077.369669,572534887.049201,630958446.58246,625948305.305032,743262998.077269,937967379.845183,879057739.232154,937792524.994413,1138565679.25845,1016379261.12748,1101660822.48405,1172586039.97596,1177955665.04504,1262696604.04753,1484444605.18198,1502990770.71439,1513007436.84775,1545911996.24459,1741535218.04723,1739547748.25025,1993584684.59987,
Equatorial Guinea,GNQ,GNI (current US$),NY.GNP.MKTP.CD,,,9122751.45318345,10840095.1283649,12712471.3960211,64748333.3333333,69110000,72317446.9327193,67514285.7142857,67225714.2857143,66861428.5714286,65370165.1096172,65254936.1298253,81407483.6937865,94523896.1984503,104698033.340882,104052135.180784,104386403.72818,,,48799934.0142818,30146793.5871743,34544821.1359913,40537010.0397406,47262783.9636726,57918192.3349422,70825307.6736457,88040840.7679862,93504448.6534264,81007248.3412101,119604666.615942,121228255.703585,149786398.93723,148550072.359667,92353433.1921429,118007509.453711,187443199.32172,387373533.453114,290375985.054033,520234190.694773,675806916.325726,587616433.65253,821380430.543874,924205363.796268,1481460300.58029,4173013694.85662,7939532609.24236,10450746473.5717,14636832123.2464,9938850407.13803,9578455863.33821,13819219548.0269,14844232072.191,15003861970.1399,14796386735.7675,9945017697.70462,8709938327.70214,8983531110.24715,10026980386.2895,8329916826.1239,7454529303.0535,9147762583.37738,8729336872.63006,8681962205.68152,
Greece,GRC,GNI (current US$),NY.GNP.MKTP.CD,4682566686.64628,5290424228.85991,5622002111.92375,6279912222.14976,7053358026.55186,8017099295.10106,8917409246.64576,9636847530.0931,10461939610.4699,11879558920.0099,13331254551.6894,14887611370.5991,17219678417.1443,22792329124.5837,26096957966.7507,29226426156.0705,32014276134.3757,37212611488.2641,45325779241.9775,55866801314.0766,58497041594.1049,53641916384.2512,56073392373.1638,50544037175.3417,48592244883.669,48255548998.6356,56564512684.6823,66259569734.0586,76789368520.1794,79851649009.2297,100018159118.144,107872634561.574,119611288043.07,111616285278.123,119652337977.308,140495283783.902,148091865018.298,144514453206.237,145111201151.69,140980711848.699,131351664012.086,137351143233.857,154530718624.23,201792924566.305,238139030869.388,248266769701.463,268470249515.23,310686621838.71,345308085597.682,323954053840.086,290552217824.167,275151260812.938,244054444999.141,238898896581.592,236986597189.975,195524237566.206,192207306613.596,198842523409.192,209711639142.139,203407936304.627,187724248007.129,213013301589.942,215323644043.481,236451919413.734,
Grenada,GRD,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,70198198.8888889,86840904.8148148,100577695.555556,108715271.851852,110763030,120139293.703704,127285033.703704,140644421.851852,162487714.444444,182037670.740741,208368828.888889,230083449.62963,257794308.888889,266224688.888889,293872703.703704,304823407.407407,301338111.111111,316297000,328728074.074074,351511444.444444,375246148.148148,422659148.148148,455709370.37037,486296222.222222,478999740.740741,492740296.296296,540525814.814815,533925222.222222,667273407.407407,669815814.814815,717591481.481481,783264333.333333,708231333.333333,731135629.62963,746883222.222222,765599962.962963,816932777.777778,828796296.296296,880607407.407407,965140740.740741,1005085185.18519,1053114814.81481,1092085185.18519,972011111.111111,1024000000,1143677777.77778,1237434235.58897,
Greenland,GRL,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,62671693.3333333,79751985.4334667,95649384.1387008,126347367.551037,153180429.539451,190386481.500818,217060524.977151,254463691.982532,320919536.686538,379208501.569486,428499796.484776,395459057.493458,375400152.800344,379333300.674293,351563525.916634,384564859.435174,553578597.037298,728913586.899554,831758034.026465,868241868.354725,946262441.10502,946148634.134704,963365121.345073,865523256.77339,950860868.679322,1159866891.9762,1163024913.29049,1041871862.63099,1120011007.59652,1102886368.58824,1043282168.42357,1057094010.35731,1138483294.01166,1389716824.13502,1599884628.03809,1662189360.85417,1657465000.37499,2042179704.57966,,,,,,,,,,,,,,,,,
Guatemala,GTM,GNI (current US$),NY.GNP.MKTP.CD,1033200000,1064300000,1131700000,1248599900,1282100000,1319699900,1374500000,1434100000,1579100000,1679699900,1865800000,1942900000,2055700000,2523300100,3113499900,3579900000,4321300200,5454200200,6053100200,6905300200,7834600000,8521800300,8603399700,8937300400,9263400100,9551552086.95652,7017563515.98174,6905099840,7665302824.42748,8231324360.79545,7454495012.883,9303334738.55013,10299782405.6256,11281616516.9839,12853233333.3507,14496304426.3931,15444935612.0305,17551326219.9647,19211791989.8661,18113912244.594,19079327925.655,18320789484.8353,20125833974.7114,21258490637.0814,23167197881.9344,26298392089.3315,29063849606.8006,32725151264.6964,37869720191.5125,36396848186.4057,39642878334.4674,45572706218.2146,48568929273.3039,51760446244.4955,56335052823.6798,60699664551.0048,64628103061.907,70152653689.6945,71826149778.5991,75768260973.7319,76311430186.5534,83916535994.8324,93005944379.1393,100245819854.443,
Guam,GUM,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GNI (current US$),NY.GNP.MKTP.CD,156274959.312602,173074858.979519,174008598.311838,159716675.708311,178033296.583425,198529411.764706,209470588.235294,231352941.176471,208750000,228800000,246550000,264050000,274809523.809524,291952380.952381,411545454.545455,481041666.666667,430120000,423000000,481240000,499599960,561200040,507857142.857143,420333300,419666700,364473657.894737,384883744.186047,416744186.046512,262448979.591837,319100010,256286757.352941,289265807.594937,213533094.812165,263261390.88729,362611367.127496,457932056.399132,535690166.197183,653276371.794872,675683469.217211,661358372.697135,626125003.651726,668697606.753275,660857086.835611,671139695.277057,700124649.823557,755942664.800877,804427767.354597,2310819139.49501,2719807884.45604,3010394913.58716,3148777420.44619,3445692394.42255,3682055317.31347,4087055581.43303,4196300929.03271,4154360152.00778,4304540193.7046,4478097336.56174,4736674334.14044,4759936997.7374,5127160191.84652,5312756594.72422,7599362110.31175,13376488489.2086,15206302158.2734,
High income,HIC,GNI (current US$),NY.GNP.MKTP.CD,1103141257419.97,1175254038785.24,1271941604085.22,1367424490109.42,1494441683726.27,1624590037942.82,1775589071245.75,1895403874423.52,2052452185129.67,2260789011391.36,2480303039991.9,2752309812370.82,3200993443570.5,3884556899315.01,4389667111678.47,4899095572557.47,5326329770743.3,6026975187837.03,7235875047491.29,8355006859583.96,9323891935032.91,9458984820853.35,9393989689329.97,9654713991935.56,10079772176879,10564413261270.1,12804857175672.3,14889478404136.2,16823206004388.9,17452305181665.2,19516938926426.5,20566277323498.3,22003813116636.7,22163923589666.9,23715033205637.9,26294208585907.3,26553599284387.1,26185874862950.1,26217114403380.9,27438817972452.8,28171929973422.1,27962911905744.1,29099431024762.9,32628589093967.3,36502936349644.4,38790852176228.2,41282760174180.8,45139400999993.3,48099716055315,44859956902622.4,47505673738180,51803063176176.7,52106049002707.8,52716535483219.2,53710237202372.3,50084709509602.4,50939097210613,53613085184531.9,56948651437443.4,57530619395851.1,55946265623664,62887530288323.1,64708769407732.4,67793909356544.8,
"Hong Kong SAR, China",HKG,GNI (current US$),NY.GNP.MKTP.CD,1326777144.66016,1524701937.71113,1722157114.22102,1973143732.13557,2264982980.06607,2428621308.90052,2482523038.30128,2684993527.6207,2708090220.37436,3179237330.9702,3786784679.15714,4456709506.95365,5675524287.60363,7983289866.89984,9336027786.88138,9984869407.66138,12796851757.4621,15612611904.7619,18210090427.0094,22370468072.3302,28495505340.2445,30549262532.7566,31711800573.2204,29272968329.5649,32808006472.2435,34868914276.5459,40054808451.7218,49304396986.5034,58291312554.4453,67162381368.93,74784040527.6164,86024663554.3928,100681689673.762,121026559989.079,136102904385.206,145920678484.14,158338218527.605,177209673417.348,172186399216.147,169139284563.326,173048017068.56,173309184164.129,167424656526.028,165524127524.32,172692218798.151,182529023766.888,198107245611.485,218366355753.064,232186050477.774,220467249330.796,233477797555.388,255300102774.923,266426366710.299,280921093347.086,297470635792.782,315110265423.937,328924087732.294,356100574860.134,378930152452.638,381415346793.49,365064198422.111,394520310037.629,382417256034.253,416242091053.891,
Honduras,HND,GNI (current US$),NY.GNP.MKTP.CD,344150000,355200000,383450000,404200000,450000000,495550000,534450000,576900000,623700000,649400050,700400000,706500000,775496460.265929,879499510.250245,1021000000,1095000000,1289999950,1600499950,3003742093.2,3415281976.3,3805160046,3884394878.6,4052003525.6,4307697184.85,4728811846.5,5086120712.5,5467828959,5953021241.5,5658081898.28326,5177172487.93104,4646744960.11673,4366726672.56005,4605571327.23404,4696798453.06242,4423089120.92094,5083390990.61522,4955806773.64865,5523266950.57034,6156252525.84934,6251771679.44251,6963911560.32849,7392750128.01398,7559838263.02736,7863763890.51209,8414113886.94777,9300016960.18477,10385040482.2217,11961254505.1363,13474643507.3915,14298648856.0526,15110478377.9922,16768716965.8081,17246974067.0948,17196025367.0829,18168820189.9466,19549522844.999,20198525790.5205,21719792887.0182,22173255705.3739,22895236635.6885,21695036274.8888,25771440693.9684,28961571884.2627,31872841684.136,
Heavily indebted poor countries (HIPC),HPC,GNI (current US$),NY.GNP.MKTP.CD,18721125130.3363,19766009337.8051,20931036225.7113,22727358412.4725,24861304932.2647,27246994185.6552,29969215521.5021,31099229308.7126,32568755028.4153,34877850103.8505,34017232728.4358,36198458590.2734,39778449373.0064,48230843346.075,55621453960.686,63354599506.2198,68838040837.9274,78433639378.6259,92126698424.6145,103909966764.037,114185122155.27,116380501660.15,117236116026.355,118446196799.562,124063457755.544,131973833228.489,120694127266.627,128592967354.145,135067350584.776,138595935029.413,159177652646.604,169630536221.872,130665979692.382,135621728867.602,115904609042.684,134904945215.899,142842846063.412,150337525753.997,155735965894.313,156813867913.255,169877239533.474,162675907702.412,177001779775.875,201168788239.279,231907758736.323,267692491655.548,314900556451.758,378026415371.128,449617604480.263,451214147626.224,485082737455.503,537307009067.159,558680088166.136,625207819009.929,677158579035.647,652561738846.349,660835351157.257,705839184381.941,755774418081.119,782179588211.273,794922550218.629,877456436741.079,952276049662.827,1102967319373.13,
Croatia,HRV,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25477422609.793,18675015595.758,10455493825.3836,11112736066.8166,14893646894.4009,22778296980.7532,24147533317.0613,24172615137.0424,25885224248.95,23270287616.8917,21725078321.265,22580714420.0543,26299735704.8973,34090878569.0773,41130498318.8688,43931812753.0188,48296032304.0762,57927494000.6386,66230842239.0286,59752073996.8952,56798521445.8624,60732030050.4878,55493211885.4318,58464927784.529,58628924353.9175,51286961046.569,51818349523.5902,56139192332.5023,61511331813.7799,61696451857.0264,59376599623.3023,69616034572.6846,72178234709.3932,82762141319.3802,
Haiti,HTI,GNI (current US$),NY.GNP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,1369500000,1466340000,1460180000,1609400011.48,1798140000,1989600358.98,2302663017.6,2026299377.6,2586801863.2,2710665629.6,3078089800,3455562513.65492,2245229746.60621,1867653740.56889,2165766563.82148,2821007618.87658,2920421248.79461,3349916078.03617,3732006549.65368,4158172848.83314,6804376770.03509,6322499953.52315,6192177356.49218,5057669422.01876,6075024582.38175,6995113340.93662,7645355507.78555,9230842350.19816,10438508738.9021,11609798908.3376,11881595333.3012,13046543752.3463,13763468551.0579,14934015430.1222,15195978881.0564,14890262233.9364,14117174028.1575,15151864668.1994,16454143146.8647,15065747025.9284,14536821917.3148,20900827152.8852,20277253097.7066,19855138997.1912,
